class_index,review_text
0,is a just a waste .
2,quirky road movie
2,Life on the rez is no picnic
2,aptitude
2,where I live
2,reminding
3,affectionately goofy
3,giddy and provocative sexual
1,Who cares ? -RRB- .
2,some fairly pretty pictures
2,the saddest action hero performances
0,Generic slasher-movie nonsense
2,on the story
2,Corbett
1,awfulness of its script
2,does n't matter that the film is less than 90 minutes
2,takes few chances
2,brawny and lyrical
2,on mumbo-jumbo
2,in restrictive and chaotic America
1,feels like just one more in the long line of films
0,no unifying rhythm or
2,the chimps
2,traffics
1,wreak havoc in other cultures
3,Reveals how important our special talents can be when put in service of of others .
1,survive a screening with little harm done
1,physically and emotionally disintegrating over the course of the movie
3,of the impossibly long limbs and sweetly conspiratorial smile
2,Burns
4,An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .
3,If you 're looking for something new and hoping for something entertaining
1,is as innocuous as it is flavorless
2,with hot-button issues in a comedic context
2,to medical school
3,you 'll want things to work out
2,justifying
0,Watching junk like this
2,is meant to make you think about existential suffering .
2,appears in its final form
2,an attraction it desperately needed
2,of contemporary Chinese life that many outsiders will be surprised to know
3,late-summer
2,that 's made a difference to NYC inner-city youth
2,gang melodrama
2,Janszen
2,gives you something to chew on
3,is the one
1,the soggy performances
3,Epps scores
2,in its quest to be taken seriously
2,effects and visual party tricks
1,runs around and acts like a doofus
2,UN inspector
2,parallel and defiant aesthetic
1,served by the movie 's sophomoric blend of shenanigans and slapstick
1,Lan Yu never catches dramatic fire .
3,large-format
3,the thrill
2,103-minute length
1,only a fleeting grasp of how to develop them
2,to justify the build-up
2,of music
1,as mushy as peas
1,seems to remain an unchanged dullard
2,does have its charms and its funny moments but not quite enough of them .
4,is often as fun
1,dysfunction
2,find new routes
2,as easy to come by as it used to be
1,than typical documentary footage which hurts the overall impact of the film
2,Gay or
2,an apparent audience
3,an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd
2,Arnold !
3,still manages at least a decent attempt at meaningful cinema
3,Deserves a place of honor next to Nanook
2,any depth
2,rich veins
4,An immensely entertaining look at some of the unsung heroes of 20th century
2,journalistic
4,the breathtakingly beautiful outer-space documentary Space Station 3D
2,above credibility
2,a tortuous comment
2,enjoy The New Guy
0,and crude humor
2,to them
3,was only a matter of time before some savvy producer saw the potential success inherent in the mixture of Bullock Bubble and Hugh Goo
2,of self-expression
1,told what actually happened as if it were the third ending of Clue
1,the battle
2,'s for sure
3,a funny moment or
2,Ram Dass Fierce Grace
3,recognizes the needs of moviegoers for real characters and compelling plots
4,for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while
2,deeper intimate resonances
2,her naive dreams
2,will be a good -LRB- successful -RRB- rental . '
2,molehill
2,If you 're part of her targeted audience
1,Every note rings false .
2,Jason Bourne
1,lazily and glumly
3,that even most contemporary adult movies are lacking
2,to the call of the wild
2,Jonah
0,agonizing bore
3,A raunchy and frequently hilarious follow-up to the gifted Korean American stand-up
2,\/ director M. Night Shyamalan 's
2,parlor
2,drop
1,immaturity
1,have been overrun by what can only be characterized as robotic sentiment .
2,certain scene
2,a husband
3,to be a suspenseful horror movie or a weepy melodrama
2,the clever crime comedy it thinks it is
2,be too crazy with his great-grandson 's movie splitting up in pretty much the same way
1,the unsalvageability
2,of the characters ' moves
2,crushingly little curiosity about
1,are infants
2,wiseacre crackle
3,I firmly believe that a good video game movie is going to show up soon .
2,read `
2,suggesting that with his fourth feature
1,his own idiosyncratic strain
3,'s something vital about the movie .
2,seen a comedy
3,is good at being the ultra-violent gangster wannabe
2,by a compulsion
2,to make something bigger out of its scrapbook of oddballs
2,graze
2,her third feature
0,could have used my two hours better watching Being John Malkovich again .
2,represented
1,does a disservice
1,while that is a cliche
2,no matter
2,hard to sense that powerhouse of 19th-century prose behind her childlike smile
2,have that an impressionable kid could n't stand to hear
1,overburdened with complicated plotting and banal dialogue
3,EEE for excitement
3,in the best way
1,The densest distillation of Roberts ' movies
2,human being
2,Plays like a series of vignettes --
1,no one can hear you snore
1,is well below expectations
4,until the film is well under way -- and yet it 's hard to stop watching
0,drawn toward the light -- the light of the exit sign
2,lyrical pessimism
3,of animated filmmaking since old Walt
2,bit from the classics
2,Alternating
1,would-be characters
2,masquerading as a thriller about the ruthless social order that governs college cliques
1,rotting
1,is a frustrating patchwork : an uneasy marriage of Louis Begley 's source novel -LRB- About Schmidt -RRB- and an old Payne screenplay
2,someone 's crazy French grandfather
2,Venice
2,skims the fat
2,wrapped things up
3,its charming quirks and
2,more mature body
0,that does n't come close to the level of intelligence and visual splendour that can be seen in other films
2,potential laugh
2,expansion
3,a young artist 's thoughtful consideration of fatherhood
0,If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix
3,every scrap is of the darkest variety
2,If you 're looking for an intelligent movie in which you can release your pent up anger
2,Dumas 's story
1,stretched out to feature
2,of the heart
1,fairly ludicrous plot
2,Brian DePalma movie
2,what will happen after Greene 's story ends
2,'s the best brush in the business
0,a yellow streak a mile wide decorates its back
2,Davis '
2,rock-n-rolling
2,most of the humor
1,little more than a well-acted television melodrama shot for the big screen .
2,a Mrs. Robinson complex
2,compensate
3,of entertainment that parents love to have their kids
1,tensions
2,a big musical number
2,could make a sailor
3,a classic low-budget film noir movie
1,The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break .
1,the limited chemistry
2,Gooding
1,you have to check your brain at the door
1,But they do n't fit well together and neither is well told .
2,Night Live sketch
1,the first half of his movie generates by orchestrating a finale that is impenetrable and dull
1,befallen
2,Jack
2,the awful complications of one
2,the record industry really is
3,offers a great deal of insight into the female condition and the timeless danger of emotions repressed
3,British stage icon
2,gay men
2,writes himself into a corner
3,is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph
1,shoplifts
3,Savvy director Robert J. Siegel and his co-writers
2,the character dramas
3,especially well
0,as exciting to watch as two last-place basketball teams
2,guarded
2,sex addict
2,if he were stripped of most of his budget and all of his sense of humor
0,it 's a crime movie made by someone who obviously knows nothing about crime
3,memorable women
2,intellectual austerity
2,in real life
2,comes from a 60-second homage to one of Demme 's good films
3,oozes craft
2,collect a bunch of people who are enthusiastic about something and then
3,that it 's hard to resist his pleas to spare wildlife and respect their environs
